Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T002_001,SE_T002_002,SE_T002_003,SE_T012_001,SE_T012_002,SE_T012_003,SE_T037_001,SE_T037_002,SE_T037_003,SE_T057_001,SE_T157_001
"13121009000","14000US13121009000","Census Tract 90, Fulton County, Georgia","Census Tract 90, Fulton County, Georgia","ga","140","00","ACSSF","0003213",,,,,"13","121",,,,"009000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5146,4230.075,1.21652687193918,32.9,32.9,32.9,2960,2901,59,104459,0.503
"13121009101","14000US13121009101","Census Tract 91.01, Fulton County, Georgia","Census Tract 91.01, Fulton County, Georgia","ga","140","00","ACSSF","0003214",,,,,"13","121",,,,"009101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4547,6920.796,0.657005360642598,34.3,34.2,34.5,3555,3433,122,73651,0.459
"13121009102","14000US13121009102","Census Tract 91.02, Fulton County, Georgia","Census Tract 91.02, Fulton County, Georgia","ga","140","00","ACSSF","0003215",,,,,"13","121",,,,"009102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3169,5221.212,0.606947213655044,33.1,33.6,32.3,2100,2014,86,52339,0.6625
"13121009200","14000US13121009200","Census Tract 92, Fulton County, Georgia","Census Tract 92, Fulton County, Georgia","ga","140","00","ACSSF","0003216",,,,,"13","121",,,,"009200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6727,4996.313,1.3463927245995,34.2,36,32.1,4654,4472,182,64902,0.4217
"13121009300","14000US13121009300","Census Tract 93, Fulton County, Georgia","Census Tract 93, Fulton County, Georgia","ga","140","00","ACSSF","0003217",,,,,"13","121",,,,"009300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760,5099.363,0.933449884709891,34.6,36.4,33.6,3097,3088,9,88389,0.4486
"13121009402","14000US13121009402","Census Tract 94.02, Fulton County, Georgia","Census Tract 94.02, Fulton County, Georgia","ga","140","00","ACSSF","0003218",,,,,"13","121",,,,"009402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829,9354.032,0.516247951727962,28.2,29,27.7,3733,3483,250,64342,0.3916
"13121009403","14000US13121009403","Census Tract 94.03, Fulton County, Georgia","Census Tract 94.03, Fulton County, Georgia","ga","140","00","ACSSF","0003219",,,,,"13","121",,,,"009403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580,10064.78,0.455052301400624,32.9,32.5,33.9,2910,2679,231,42708,0.4064
"13121009404","14000US13121009404","Census Tract 94.04, Fulton County, Georgia","Census Tract 94.04, Fulton County, Georgia","ga","140","00","ACSSF","0003220",,,,,"13","121",,,,"009404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4443,5614.791,0.791302894067463,33.8,32.5,34.1,3032,2941,91,70970,0.5407
"13121009501","14000US13121009501","Census Tract 95.01, Fulton County, Georgia","Census Tract 95.01, Fulton County, Georgia","ga","140","00","ACSSF","0003221",,,,,"13","121",,,,"009501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730,2145.254,1.73872195546852,54.8,52.9,55.5,1754,1712,42,127288,0.554
"13121009502","14000US13121009502","Census Tract 95.02, Fulton County, Georgia","Census Tract 95.02, Fulton County, Georgia","ga","140","00","ACSSF","0003222",,,,,"13","121",,,,"009502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3354,4650.135,0.721269364954587,41.4,40,43.3,1733,1733,0,71307,0.5911
"13121009601","14000US13121009601","Census Tract 96.01, Fulton County, Georgia","Census Tract 96.01, Fulton County, Georgia","ga","140","00","ACSSF","0003223",,,,,"13","121",,,,"009601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2446,7706.385,0.317399153972914,29.5,28.7,31.4,1843,1702,141,93576,0.4417
"13121009602","14000US13121009602","Census Tract 96.02, Fulton County, Georgia","Census Tract 96.02, Fulton County, Georgia","ga","140","00","ACSSF","0003224",,,,,"13","121",,,,"009602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5018,5470.11,0.9173490379106,42,41.5,42.5,3023,2905,118,100142,0.5469
"13121009603","14000US13121009603","Census Tract 96.03, Fulton County, Georgia","Census Tract 96.03, Fulton County, Georgia","ga","140","00","ACSSF","0003225",,,,,"13","121",,,,"009603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4557,6283.474,0.725235792598267,33.5,34.1,31.9,3094,2935,159,67063,0.5593
"13121009700","14000US13121009700","Census Tract 97, Fulton County, Georgia","Census Tract 97, Fulton County, Georgia","ga","140","00","ACSSF","0003226",,,,,"13","121",,,,"009700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825,941.3228,4.06343079581836,44.6,44.2,44.7,1727,1655,72,181250,0.5419
"13121009801","14000US13121009801","Census Tract 98.01, Fulton County, Georgia","Census Tract 98.01, Fulton County, Georgia","ga","140","00","ACSSF","0003227",,,,,"13","121",,,,"009801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4811,2204.732,2.18212439594315,45,44.5,45.4,1713,1652,61,117422,0.5628
"13121009802","14000US13121009802","Census Tract 98.02, Fulton County, Georgia","Census Tract 98.02, Fulton County, Georgia","ga","140","00","ACSSF","0003228",,,,,"13","121",,,,"009802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4494,1118.948,4.01627073175629,44.4,46.2,41.4,2026,1992,34,142727,0.5473
"13121009900","14000US13121009900","Census Tract 99, Fulton County, Georgia","Census Tract 99, Fulton County, Georgia","ga","140","00","ACSSF","0003229",,,,,"13","121",,,,"009900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4735,1580.376,2.99612160365222,40.6,39,42.2,2554,2515,39,133438,0.5946
"13121010001","14000US13121010001","Census Tract 100.01, Fulton County, Georgia","Census Tract 100.01, Fulton County, Georgia","ga","140","00","ACSSF","0003230",,,,,"13","121",,,,"010001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750,3043.017,1.56095086154839,40,37.6,41.7,2894,2830,64,101132,0.5699
"13121010002","14000US13121010002","Census Tract 100.02, Fulton County, Georgia","Census Tract 100.02, Fulton County, Georgia","ga","140","00","ACSSF","0003231",,,,,"13","121",,,,"010002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7709,3176.856,2.42661317349733,39.9,38.5,41.9,4360,4207,153,140795,0.4958
"13121010106","14000US13121010106","Census Tract 101.06, Fulton County, Georgia","Census Tract 101.06, Fulton County, Georgia","ga","140","00","ACSSF","0003232",,,,,"13","121",,,,"010106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4346,1689.348,2.57258991161349,35.9,34.5,38,2621,2456,165,66288,0.5591
"13121010107","14000US13121010107","Census Tract 101.07, Fulton County, Georgia","Census Tract 101.07, Fulton County, Georgia","ga","140","00","ACSSF","0003233",,,,,"13","121",,,,"010107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,977.0103,2.05320256310068,50.9,51.6,50.4,916,867,49,159792,0.4887
"13121010108","14000US13121010108","Census Tract 101.08, Fulton County, Georgia","Census Tract 101.08, Fulton County, Georgia","ga","140","00","ACSSF","0003234",,,,,"13","121",,,,"010108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451,1799.869,1.91736177928237,50.2,48.5,50.5,1833,1761,72,147500,0.5007
"13121010110","14000US13121010110","Census Tract 101.10, Fulton County, Georgia","Census Tract 101.10, Fulton County, Georgia","ga","140","00","ACSSF","0003235",,,,,"13","121",,,,"010110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511,3160.399,2.06018290432234,38.5,33.9,39.9,3518,3382,136,71606,0.4764
"13121010113","14000US13121010113","Census Tract 101.13, Fulton County, Georgia","Census Tract 101.13, Fulton County, Georgia","ga","140","00","ACSSF","0003236",,,,,"13","121",,,,"010113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6062,7144.453,0.848490417716221,28.8,30.9,26.1,3796,3745,51,51724,0.5067
"13121010114","14000US13121010114","Census Tract 101.14, Fulton County, Georgia","Census Tract 101.14, Fulton County, Georgia","ga","140","00","ACSSF","0003237",,,,,"13","121",,,,"010114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6361,4071.974,1.56214160065606,33.4,33.4,33.2,3890,3668,222,54257,0.5163
"13121010115","14000US13121010115","Census Tract 101.15, Fulton County, Georgia","Census Tract 101.15, Fulton County, Georgia","ga","140","00","ACSSF","0003238",,,,,"13","121",,,,"010115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572,1930.277,1.33245096116275,45,45.3,44.5,1438,1420,18,108375,0.5426
"13121010117","14000US13121010117","Census Tract 101.17, Fulton County, Georgia","Census Tract 101.17, Fulton County, Georgia","ga","140","00","ACSSF","0003239",,,,,"13","121",,,,"010117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3568,6763.618,0.527528312872492,31.5,30.8,33.5,2654,2616,38,50789,0.3738
"13121010118","14000US13121010118","Census Tract 101.18, Fulton County, Georgia","Census Tract 101.18, Fulton County, Georgia","ga","140","00","ACSSF","0003240",,,,,"13","121",,,,"010118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5875,7777.177,0.755415469106421,30.5,28.8,31.9,3433,3217,216,40950,0.586
"13121010119","14000US13121010119","Census Tract 101.19, Fulton County, Georgia","Census Tract 101.19, Fulton County, Georgia","ga","140","00","ACSSF","0003241",,,,,"13","121",,,,"010119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835,5805.691,0.832803472448521,27.9,26.7,30.4,2861,2497,364,42043,0.4442
"13121010120","14000US13121010120","Census Tract 101.20, Fulton County, Georgia","Census Tract 101.20, Fulton County, Georgia","ga","140","00","ACSSF","0003242",,,,,"13","121",,,,"010120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2305,5903.444,0.390450071583343,32.2,31.5,32.5,1649,1605,44,63612,0.4192
"13121010121","14000US13121010121","Census Tract 101.21, Fulton County, Georgia","Census Tract 101.21, Fulton County, Georgia","ga","140","00","ACSSF","0003243",,,,,"13","121",,,,"010121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327,2874.529,0.809523827909627,43.6,43.9,43.3,1358,1228,130,80985,0.4912
"13121010122","14000US13121010122","Census Tract 101.22, Fulton County, Georgia","Census Tract 101.22, Fulton County, Georgia","ga","140","00","ACSSF","0003244",,,,,"13","121",,,,"010122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6633,5345.635,1.24082544011787,31.8,30.9,32.7,4014,3806,208,84063,0.4145
"13121010123","14000US13121010123","Census Tract 101.23, Fulton County, Georgia","Census Tract 101.23, Fulton County, Georgia","ga","140","00","ACSSF","0003245",,,,,"13","121",,,,"010123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5086,4765.056,1.06735359391627,36.8,34.3,38.3,3289,3168,121,69313,0.4192
"13121010204","14000US13121010204","Census Tract 102.04, Fulton County, Georgia","Census Tract 102.04, Fulton County, Georgia","ga","140","00","ACSSF","0003246",,,,,"13","121",,,,"010204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4901,1347.534,3.63701453443028,46.8,46.7,46.9,2281,2256,25,147917,0.4512
"13121010205","14000US13121010205","Census Tract 102.05, Fulton County, Georgia","Census Tract 102.05, Fulton County, Georgia","ga","140","00","ACSSF","0003247",,,,,"13","121",,,,"010205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5347,2100.607,2.54545465075514,42.7,43.6,40.7,3120,2994,126,101680,0.5091
"13121010206","14000US13121010206","Census Tract 102.06, Fulton County, Georgia","Census Tract 102.06, Fulton County, Georgia","ga","140","00","ACSSF","0003248",,,,,"13","121",,,,"010206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5524,967.558,5.70921872997095,48.1,52,45.3,2701,2663,38,184400,0.5146
"13121010208","14000US13121010208","Census Tract 102.08, Fulton County, Georgia","Census Tract 102.08, Fulton County, Georgia","ga","140","00","ACSSF","0003249",,,,,"13","121",,,,"010208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4486,2157.662,2.07910268310123,34.8,32.7,42.6,2829,2613,216,51335,0.513
"13121010209","14000US13121010209","Census Tract 102.09, Fulton County, Georgia","Census Tract 102.09, Fulton County, Georgia","ga","140","00","ACSSF","0003250",,,,,"13","121",,,,"010209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5748,4141.425,1.3879280521763,34.6,31.4,37.8,4150,3755,395,56445,0.4229
"13121010210","14000US13121010210","Census Tract 102.10, Fulton County, Georgia","Census Tract 102.10, Fulton County, Georgia","ga","140","00","ACSSF","0003251",,,,,"13","121",,,,"010210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6306,3582.805,1.76007340574551,34.5,33.4,34.9,3893,3802,91,70591,0.4319
"13121010211","14000US13121010211","Census Tract 102.11, Fulton County, Georgia","Census Tract 102.11, Fulton County, Georgia","ga","140","00","ACSSF","0003252",,,,,"13","121",,,,"010211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3053,2065.299,1.4782365787023,42.6,44,42.1,1594,1470,124,155469,0.5176
"13121010212","14000US13121010212","Census Tract 102.12, Fulton County, Georgia","Census Tract 102.12, Fulton County, Georgia","ga","140","00","ACSSF","0003253",,,,,"13","121",,,,"010212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5438,4321.172,1.25845486542795,34,33.5,34.5,3039,2897,142,52500,0.6302
"13121010301","14000US13121010301","Census Tract 103.01, Fulton County, Georgia","Census Tract 103.01, Fulton County, Georgia","ga","140","00","ACSSF","0003254",,,,,"13","121",,,,"010301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17147,519.5414,33.0041096715506,35.7,32.7,37,8051,7315,736,66188,0.3883
"13121010303","14000US13121010303","Census Tract 103.03, Fulton County, Georgia","Census Tract 103.03, Fulton County, Georgia","ga","140","00","ACSSF","0003255",,,,,"13","121",,,,"010303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10275,773.9986,13.2752182635595,37.3,32.3,40.6,5492,4903,589,61804,0.4459
"13121010304","14000US13121010304","Census Tract 103.04, Fulton County, Georgia","Census Tract 103.04, Fulton County, Georgia","ga","140","00","ACSSF","0003256",,,,,"13","121",,,,"010304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14888,977.4372,15.231669027038,37.6,36.4,39.3,7821,6921,900,77074,0.3946
"13121010400","14000US13121010400","Census Tract 104, Fulton County, Georgia","Census Tract 104, Fulton County, Georgia","ga","140","00","ACSSF","0003257",,,,,"13","121",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8557,121.6658,70.3319953605963,35.6,32.1,38.1,3974,3402,572,51038,0.4265
"13121010507","14000US13121010507","Census Tract 105.07, Fulton County, Georgia","Census Tract 105.07, Fulton County, Georgia","ga","140","00","ACSSF","0003258",,,,,"13","121",,,,"010507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7743,2898.79,2.67111430632111,29.7,27.9,32.8,3560,3137,423,33786,0.3935
"13121010508","14000US13121010508","Census Tract 105.08, Fulton County, Georgia","Census Tract 105.08, Fulton County, Georgia","ga","140","00","ACSSF","0003259",,,,,"13","121",,,,"010508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488,2312.38,1.50840235553215,38,36.3,44,1844,1526,318,47000,0.4255
"13121010510","14000US13121010510","Census Tract 105.10, Fulton County, Georgia","Census Tract 105.10, Fulton County, Georgia","ga","140","00","ACSSF","0003260",,,,,"13","121",,,,"010510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15912,1333.711,11.9306213001759,32.6,26.7,35.4,6989,6267,722,37185,0.3766
"13121010511","14000US13121010511","Census Tract 105.11, Fulton County, Georgia","Census Tract 105.11, Fulton County, Georgia","ga","140","00","ACSSF","0003261",,,,,"13","121",,,,"010511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7926,1279.657,6.19384607187369,35,29.5,36.7,3739,3189,550,55270,0.3489
"13121010512","14000US13121010512","Census Tract 105.12, Fulton County, Georgia","Census Tract 105.12, Fulton County, Georgia","ga","140","00","ACSSF","0003262",,,,,"13","121",,,,"010512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6473,1828.603,3.53986003023952,26.7,28.7,26.2,3239,2839,400,30130,0.4385
"13121010513","14000US13121010513","Census Tract 105.13, Fulton County, Georgia","Census Tract 105.13, Fulton County, Georgia","ga","140","00","ACSSF","0003263",,,,,"13","121",,,,"010513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13553,1214.584,11.158555174773,34.6,31.7,39.3,7500,6681,819,42348,0.3713
"13121010514","14000US13121010514","Census Tract 105.14, Fulton County, Georgia","Census Tract 105.14, Fulton County, Georgia","ga","140","00","ACSSF","0003264",,,,,"13","121",,,,"010514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12382,682.678,18.1373936867661,33.9,34.5,33.4,6546,5994,552,53968,0.3569
"13121010515","14000US13121010515","Census Tract 105.15, Fulton County, Georgia","Census Tract 105.15, Fulton County, Georgia","ga","140","00","ACSSF","0003265",,,,,"13","121",,,,"010515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5294,1237.865,4.27671865661154,34.5,32,38.9,2688,2414,274,43819,0.4575
"13121010516","14000US13121010516","Census Tract 105.16, Fulton County, Georgia","Census Tract 105.16, Fulton County, Georgia","ga","140","00","ACSSF","0003266",,,,,"13","121",,,,"010516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9040,2788.294,3.24212621834541,33.8,33.5,34.4,4400,3541,859,50799,0.3953
"13121010601","14000US13121010601","Census Tract 106.01, Fulton County, Georgia","Census Tract 106.01, Fulton County, Georgia","ga","140","00","ACSSF","0003267",,,,,"13","121",,,,"010601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516,3107.631,1.13140833084941,38.7,42,33.9,1679,1292,387,32288,0.5606
"13121010603","14000US13121010603","Census Tract 106.03, Fulton County, Georgia","Census Tract 106.03, Fulton County, Georgia","ga","140","00","ACSSF","0003268",,,,,"13","121",,,,"010603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079,1718.54,2.37352644104915,28.2,27.3,28.9,1788,1548,240,25370,0.4281
"13121010604","14000US13121010604","Census Tract 106.04, Fulton County, Georgia","Census Tract 106.04, Fulton County, Georgia","ga","140","00","ACSSF","0003269",,,,,"13","121",,,,"010604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884,1575.503,1.83052624182043,36.4,36.8,35.8,1753,1572,181,31771,0.4302
"13121010800","14000US13121010800","Census Tract 108, Fulton County, Georgia","Census Tract 108, Fulton County, Georgia","ga","140","00","ACSSF","0003270",,,,,"13","121",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6658,3085.573,2.15778412872955,34.8,38.5,33.3,3412,3286,126,43326,0.4573
"13121011000","14000US13121011000","Census Tract 110, Fulton County, Georgia","Census Tract 110, Fulton County, Georgia","ga","140","00","ACSSF","0003271",,,,,"13","121",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2992,2736.998,1.09316838533615,32.4,30.4,33.8,1278,1022,256,22863,0.4914
"13121011100","14000US13121011100","Census Tract 111, Fulton County, Georgia","Census Tract 111, Fulton County, Georgia","ga","140","00","ACSSF","0003272",,,,,"13","121",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2399,1795.933,1.3357957643047,49.1,49.1,49.2,1514,1359,155,49638,0.3932
"13121011201","14000US13121011201","Census Tract 112.01, Fulton County, Georgia","Census Tract 112.01, Fulton County, Georgia","ga","140","00","ACSSF","0003273",,,,,"13","121",,,,"011201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4359,3026.793,1.44013794658508,32,30.1,32.4,2291,1812,479,36063,0.4048
"13121011202","14000US13121011202","Census Tract 112.02, Fulton County, Georgia","Census Tract 112.02, Fulton County, Georgia","ga","140","00","ACSSF","0003274",,,,,"13","121",,,,"011202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4367,3525.468,1.2387007198489,37.8,38,37.7,2396,1947,449,40607,0.441
"13121011301","14000US13121011301","Census Tract 113.01, Fulton County, Georgia","Census Tract 113.01, Fulton County, Georgia","ga","140","00","ACSSF","0003275",,,,,"13","121",,,,"011301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4574,2353.124,1.94379896740834,45.3,45.4,44.9,2333,1853,480,48523,0.415
"13121011303","14000US13121011303","Census Tract 113.03, Fulton County, Georgia","Census Tract 113.03, Fulton County, Georgia","ga","140","00","ACSSF","0003276",,,,,"13","121",,,,"011303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9368,3457.825,2.70921718556225,35.3,35.3,35.3,4948,4459,489,43502,0.4047
"13121011305","14000US13121011305","Census Tract 113.05, Fulton County, Georgia","Census Tract 113.05, Fulton County, Georgia","ga","140","00","ACSSF","0003277",,,,,"13","121",,,,"011305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5431,4802.192,1.13094191942202,28.4,28.8,28.2,2736,2120,616,25141,0.4364
"13121011306","14000US13121011306","Census Tract 113.06, Fulton County, Georgia","Census Tract 113.06, Fulton County, Georgia","ga","140","00","ACSSF","0003278",,,,,"13","121",,,,"011306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420,873.3072,2.77107538722187,31.9,28.4,34.8,1120,1032,88,35000,0.4443
"13121011405","14000US13121011405","Census Tract 114.05, Fulton County, Georgia","Census Tract 114.05, Fulton County, Georgia","ga","140","00","ACSSF","0003279",,,,,"13","121",,,,"011405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7920,2701.656,2.93153559012629,33.3,33.8,32.7,4952,4793,159,60000,0.4254
"13121011410","14000US13121011410","Census Tract 114.10, Fulton County, Georgia","Census Tract 114.10, Fulton County, Georgia","ga","140","00","ACSSF","0003280",,,,,"13","121",,,,"011410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6678,2324.055,2.87342605448365,45.2,47.3,42.1,3223,3138,85,109618,0.4497
"13121011411","14000US13121011411","Census Tract 114.11, Fulton County, Georgia","Census Tract 114.11, Fulton County, Georgia","ga","140","00","ACSSF","0003281",,,,,"13","121",,,,"011411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8626,3100.612,2.78203180864158,38.6,38.9,38.3,4911,4703,208,73500,0.428
"13121011412","14000US13121011412","Census Tract 114.12, Fulton County, Georgia","Census Tract 114.12, Fulton County, Georgia","ga","140","00","ACSSF","0003282",,,,,"13","121",,,,"011412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9173,2669.366,3.43639584430507,36.8,36,38.3,5415,5184,231,80458,0.4204
"13121011414","14000US13121011414","Census Tract 114.14, Fulton County, Georgia","Census Tract 114.14, Fulton County, Georgia","ga","140","00","ACSSF","0003283",,,,,"13","121",,,,"011414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7512,4163.727,1.80415276055333,33.3,31.6,35,4498,4342,156,69519,0.4288
"13121011416","14000US13121011416","Census Tract 114.16, Fulton County, Georgia","Census Tract 114.16, Fulton County, Georgia","ga","140","00","ACSSF","0003284",,,,,"13","121",,,,"011416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5523,2162.268,2.55426241357103,44.2,44.1,44.3,2977,2864,113,101837,0.418
"13121011417","14000US13121011417","Census Tract 114.17, Fulton County, Georgia","Census Tract 114.17, Fulton County, Georgia","ga","140","00","ACSSF","0003285",,,,,"13","121",,,,"011417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4866,1675.453,2.90428835963719,50.5,46.9,52.6,2336,2235,101,95212,0.4392
"13121011418","14000US13121011418","Census Tract 114.18, Fulton County, Georgia","Census Tract 114.18, Fulton County, Georgia","ga","140","00","ACSSF","0003286",,,,,"13","121",,,,"011418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6197,1508.232,4.10878390170148,45.8,43.7,47.2,3350,3272,78,125690,0.3671
"13121011419","14000US13121011419","Census Tract 114.19, Fulton County, Georgia","Census Tract 114.19, Fulton County, Georgia","ga","140","00","ACSSF","0003287",,,,,"13","121",,,,"011419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5602,2121.631,2.64042150002239,48,45.7,50.4,2806,2568,238,101094,0.4466
"13121011420","14000US13121011420","Census Tract 114.20, Fulton County, Georgia","Census Tract 114.20, Fulton County, Georgia","ga","140","00","ACSSF","0003288",,,,,"13","121",,,,"011420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7692,11997.85,0.641114939528677,27.1,27.5,26.5,4359,3983,376,36667,0.4141
"13121011421","14000US13121011421","Census Tract 114.21, Fulton County, Georgia","Census Tract 114.21, Fulton County, Georgia","ga","140","00","ACSSF","0003289",,,,,"13","121",,,,"011421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016,2678.703,1.49923320108047,28.9,28.5,30.2,2188,2104,84,45500,0.4427
"13121011422","14000US13121011422","Census Tract 114.22, Fulton County, Georgia","Census Tract 114.22, Fulton County, Georgia","ga","140","00","ACSSF","0003290",,,,,"13","121",,,,"011422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3859,2705.164,1.42653093373406,40.6,40.4,40.9,2260,2179,81,65950,0.4394
"13121011423","14000US13121011423","Census Tract 114.23, Fulton County, Georgia","Census Tract 114.23, Fulton County, Georgia","ga","140","00","ACSSF","0003291",,,,,"13","121",,,,"011423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4991,1998.261,2.49767218998698,39.8,39.4,40.2,2823,2729,94,108454,0.4106
